respondent_id,date,region,age_group,gender,education,Q1,Q1_text,Q2,Q2_text,Q3,Q3_text,Q4,Q4_text,month,month_name,week
R0276,2024-06-12,North,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,24
R0277,2024-03-17,South,25-34,Male,Master's,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,3,Mar,11
R0278,2024-04-09,North,18-24,Male,Bachelor's,Java,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,4,Apr,15
R0279,2024-05-22,East,35-44,Female,Other,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?,5,May,21
R0280,2024-02-19,East,45-54,Non-binary,Bachelor's,JavaScript,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,2,Feb,8
R0281,2024-01-22,West,25-34,Female,Bachelor's,Java,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,1,Jan,4
R0282,2024-05-06,North,18-24,Female,Master's,Java,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,5,May,19
R0283,2024-04-22,West,25-34,Female,High School,Java,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,4,Apr,17
R0284,2024-03-30,West,18-24,Prefer not to say,Bachelor's,JavaScript,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?,3,Mar,13
R0285,2024-06-05,West,18-24,Female,Master's,C++,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,23
R0286,2024-05-17,North,18-24,Male,Bachelor's,Python,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,5,May,20
R0287,2024-02-04,Central,25-34,Female,Master's,Go,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,On-site,What is your preferred work mode?,,Which cloud platform do you use most?,2,Feb,5
R0288,2024-03-23,Central,18-24,Female,Bachelor's,JavaScript,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,3,Mar,12
R0289,2024-06-11,East,18-24,Male,Bachelor's,JavaScript,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,6,Jun,24
R0290,2024-05-28,West,45-54,Male,Bachelor's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?,5,May,22
R0291,2024-05-16,East,35-44,Male,High School,Python,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?,5,May,20
R0292,2024-05-04,South,18-24,Female,Bachelor's,JavaScript,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,18
R0293,2024-02-10,East,45-54,Male,PhD,Java,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?,2,Feb,6
R0294,2024-03-11,West,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,3,Mar,11
R0295,2024-02-29,East,18-24,Female,Master's,Java,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,2,Feb,9
R0296,2024-01-03,North,25-34,Female,Bachelor's,C++,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?,1,Jan,1
R0297,2024-01-27,North,18-24,Male,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,1,Jan,4
R0298,2024-01-18,West,45-54,Female,Master's,Java,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,1,Jan,3
R0299,2024-06-24,West,25-34,Male,Bachelor's,Java,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,26
R0300,2024-02-05,North,35-44,Male,Bachelor's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,2,Feb,6
R0301,2024-06-17,West,18-24,Non-binary,High School,JavaScript,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,25
R0302,2024-03-02,South,25-34,Female,Master's,Java,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,3,Mar,9
R0303,2024-02-03,East,55+,Prefer not to say,PhD,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,2,Feb,5
R0304,2024-05-30,North,25-34,Prefer not to say,High School,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,22
R0305,2024-04-16,West,25-34,Female,Bachelor's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,4,Apr,16
R0306,2024-02-09,North,18-24,Male,PhD,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?,2,Feb,6
R0307,2024-03-02,West,18-24,Female,Master's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,3,Mar,9
R0308,2024-01-31,East,25-34,Female,Master's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,1,Jan,5
R0309,2024-04-05,South,25-34,Female,Bachelor's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?,4,Apr,14
R0310,2024-01-17,West,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,1,Jan,3
R0311,2024-02-10,East,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?,2,Feb,6
R0312,2024-03-03,North,25-34,Male,PhD,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?,3,Mar,9
R0313,2024-06-16,Central,18-24,Female,Master's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,6,Jun,24
R0314,2024-01-14,South,18-24,Male,Bachelor's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,,Which cloud platform do you use most?,1,Jan,2
R0315,2024-03-24,North,25-34,Male,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,3,Mar,12
R0316,2024-05-06,West,35-44,Male,Bachelor's,Go,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,5,May,19
R0317,2024-05-18,West,18-24,Female,High School,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,,Which cloud platform do you use most?,5,May,20
R0318,2024-01-27,North,35-44,Female,Master's,Python,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,,Which cloud platform do you use most?,1,Jan,4
R0319,2024-02-29,Central,18-24,Male,High School,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,2,Feb,9
R0320,2024-04-10,Central,18-24,Male,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,,Which cloud platform do you use most?,4,Apr,15
R0321,2024-06-28,North,18-24,Male,Master's,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,26
R0322,2024-01-28,Central,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,1,Jan,4
R0323,2024-01-31,Central,18-24,Male,Bachelor's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,1,Jan,5
R0324,2024-03-04,East,18-24,Female,Bachelor's,Go,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,3,Mar,10
R0325,2024-05-22,West,18-24,Non-binary,PhD,C++,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?,5,May,21
R0326,2024-02-03,North,18-24,Female,Other,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,,Which cloud platform do you use most?,2,Feb,5
R0327,2024-01-17,North,25-34,Female,High School,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?,1,Jan,3
R0328,2024-01-13,West,35-44,Male,PhD,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?,1,Jan,2
R0329,2024-02-17,North,35-44,Male,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,2,Feb,7
R0330,2024-05-02,East,25-34,Female,PhD,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,18
R0331,2024-01-05,Central,25-34,Female,Master's,Go,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,1,Jan,1
R0332,2024-02-16,East,45-54,Female,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,2,Feb,7
R0333,2024-05-29,South,35-44,Male,Bachelor's,Go,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,5,May,22
R0334,2024-02-26,South,35-44,Female,High School,Java,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,,Which cloud platform do you use most?,2,Feb,9
R0335,2024-06-27,Central,18-24,Male,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,26
R0336,2024-05-06,East,18-24,Non-binary,Master's,Java,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,19
R0337,2024-06-06,East,18-24,Male,Bachelor's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,,Which cloud platform do you use most?,6,Jun,23
R0338,2024-02-06,West,25-34,Male,Master's,JavaScript,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,,Which cloud platform do you use most?,2,Feb,6
R0339,2024-03-18,South,55+,Male,Bachelor's,Python,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,3,Mar,12
R0340,2024-05-23,East,25-34,Male,Master's,C++,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,21
R0341,2024-02-02,East,18-24,Male,Master's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,2,Feb,5
R0342,2024-03-22,Central,35-44,Female,Bachelor's,JavaScript,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,3,Mar,12
R0343,2024-03-22,Central,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,3,Mar,12
R0344,2024-03-04,East,45-54,Male,Bachelor's,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?,3,Mar,10
R0345,2024-04-15,North,25-34,Male,Bachelor's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,4,Apr,16
R0346,2024-02-11,East,45-54,Female,Master's,Java,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,2,Feb,6
R0347,2024-02-11,South,18-24,Male,PhD,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?,2,Feb,6
R0348,2024-06-16,East,25-34,Female,High School,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,24
R0349,2024-05-18,North,18-24,Female,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,20
R0350,2024-04-19,East,45-54,Male,Bachelor's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,4,Apr,16
R0351,2024-05-01,North,18-24,Female,Other,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,5,May,18
R0352,2024-04-07,West,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,4,Apr,14
R0353,2024-06-19,North,18-24,Male,Master's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?,6,Jun,25
R0354,2024-05-13,West,18-24,Male,Bachelor's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?,5,May,20
R0355,2024-01-09,Central,25-34,Male,PhD,Java,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,GCP,Which cloud platform do you use most?,1,Jan,2
R0356,2024-02-12,East,18-24,Female,Bachelor's,Go,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,2,Feb,7
R0357,2024-06-01,Central,25-34,Prefer not to say,Master's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,22
R0358,2024-04-27,South,25-34,Male,Bachelor's,JavaScript,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,4,Apr,17
R0359,2024-05-29,West,18-24,Male,Master's,JavaScript,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?,5,May,22
R0360,2024-04-15,North,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,4,Apr,16
R0361,2024-04-12,North,25-34,Female,Master's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,4,Apr,15
R0362,2024-03-18,West,45-54,Female,High School,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,GCP,Which cloud platform do you use most?,3,Mar,12
R0363,2024-03-23,Central,18-24,Male,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,3,Mar,12
R0364,2024-04-05,North,35-44,Female,Master's,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,4,Apr,14
R0365,2024-01-08,East,18-24,Female,PhD,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,1,Jan,2
R0366,2024-04-04,North,18-24,Male,Bachelor's,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,4,Apr,14
R0367,2024-05-01,North,25-34,Female,Bachelor's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?,5,May,18
R0368,2024-02-11,West,35-44,Male,Bachelor's,JavaScript,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,2,Feb,6
R0369,2024-06-23,North,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,6,Jun,25
R0370,2024-06-13,North,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?,6,Jun,24
R0371,2024-05-29,North,25-34,Female,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?,5,May,22
R0372,2024-01-28,South,25-34,Female,Bachelor's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,1,Jan,4
R0373,2024-02-18,South,35-44,Non-binary,Master's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,On-site,What is your preferred work mode?,GCP,Which cloud platform do you use most?,2,Feb,7
R0374,2024-01-07,West,25-34,Female,Master's,C++,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,1,Jan,1
R0375,2024-02-18,South,18-24,Female,Master's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,2,Feb,7
R0376,2024-02-13,East,55+,Male,Bachelor's,JavaScript,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,2,Feb,7
R0377,2024-02-16,North,18-24,Female,Master's,Go,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,2,Feb,7
R0378,2024-04-05,North,45-54,Male,PhD,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?,4,Apr,14
R0379,2024-02-19,Central,25-34,Non-binary,High School,Java,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,2,Feb,8
R0380,2024-04-14,North,45-54,Male,Bachelor's,Go,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?,4,Apr,15
R0381,2024-02-15,Central,18-24,Male,Bachelor's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,2,Feb,7
R0382,2024-01-23,West,25-34,Male,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,1,Jan,4
R0383,2024-01-04,East,18-24,Female,Master's,JavaScript,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,1,Jan,1
R0384,2024-03-20,North,35-44,Male,PhD,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,3,Mar,12
R0385,2024-06-01,West,18-24,Male,Master's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,22
R0386,2024-04-13,Central,25-34,Female,Bachelor's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?,4,Apr,15
R0387,2024-01-10,North,25-34,Male,Master's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,1,Jan,2
R0388,2024-01-13,East,18-24,Male,Master's,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,1,Jan,2
R0389,2024-03-18,East,18-24,Female,Master's,Java,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,3,Mar,12
R0390,2024-06-07,West,25-34,Female,Bachelor's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,23
R0391,2024-04-14,North,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,4,Apr,15
R0392,2024-01-29,Central,25-34,Male,Master's,JavaScript,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,1,Jan,5
R0393,2024-02-29,East,35-44,Male,Bachelor's,Java,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,2,Feb,9
R0394,2024-06-22,West,45-54,Female,Bachelor's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,6,Jun,25
R0395,2024-04-01,North,45-54,Female,Bachelor's,JavaScript,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,4,Apr,14
R0396,2024-04-26,South,25-34,Male,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,GCP,Which cloud platform do you use most?,4,Apr,17
R0397,2024-01-16,East,35-44,Male,Master's,Go,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,,Which cloud platform do you use most?,1,Jan,3
R0398,2024-04-01,East,25-34,Male,Master's,C++,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,GCP,Which cloud platform do you use most?,4,Apr,14
R0399,2024-04-22,Central,25-34,Female,PhD,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,4,Apr,17
R0400,2024-06-20,West,35-44,Female,Master's,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,6,Jun,25
R0401,2024-06-13,South,35-44,Female,Master's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,,Which cloud platform do you use most?,6,Jun,24
R0402,2024-05-06,North,25-34,Male,Master's,JavaScript,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,19
R0403,2024-04-13,Central,18-24,Male,Master's,JavaScript,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,4,Apr,15
R0404,2024-06-16,North,25-34,Male,Other,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,6,Jun,24
R0405,2024-05-10,West,35-44,Non-binary,Master's,Java,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,19
R0406,2024-06-07,West,35-44,Female,Bachelor's,Java,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,6,Jun,23
R0407,2024-06-11,North,35-44,Male,Bachelor's,Go,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?,6,Jun,24
R0408,2024-04-14,North,18-24,Male,Master's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,,Which cloud platform do you use most?,4,Apr,15
R0409,2024-01-28,South,25-34,Female,Master's,JavaScript,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?,1,Jan,4
R0410,2024-05-09,North,45-54,Male,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,19
R0411,2024-02-15,Central,45-54,Female,Bachelor's,C++,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?,2,Feb,7
R0412,2024-04-17,West,25-34,Male,PhD,Go,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,4,Apr,16
