respondent_id,date,region,age_group,gender,education,Q1,Q1_text,Q2,Q2_text,Q3,Q3_text,Q4,Q4_text
R0299,2024-06-24,West,25-34,Male,Bachelor's,Java,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0300,2024-02-05,North,35-44,Male,Bachelor's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0301,2024-06-17,West,18-24,Non-binary,High School,JavaScript,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0302,2024-03-02,South,25-34,Female,Master's,Java,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0303,2024-02-03,East,55+,Prefer not to say,PhD,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0304,2024-05-30,North,25-34,Prefer not to say,High School,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0305,2024-04-16,West,25-34,Female,Bachelor's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0306,2024-02-09,North,18-24,Male,PhD,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0307,2024-03-02,West,18-24,Female,Master's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0308,2024-01-31,East,25-34,Female,Master's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0309,2024-04-05,South,25-34,Female,Bachelor's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?
R0310,2024-01-17,West,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0311,2024-02-10,East,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0312,2024-03-03,North,25-34,Male,PhD,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0313,2024-06-16,Central,18-24,Female,Master's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0314,2024-01-14,South,18-24,Male,Bachelor's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,None,Which cloud platform do you use most?
R0315,2024-03-24,North,25-34,Male,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0316,2024-05-06,West,35-44,Male,Bachelor's,Go,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0317,2024-05-18,West,18-24,Female,High School,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,None,Which cloud platform do you use most?
R0318,2024-01-27,North,35-44,Female,Master's,Python,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,None,Which cloud platform do you use most?
R0319,2024-02-29,Central,18-24,Male,High School,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0320,2024-04-10,Central,18-24,Male,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,None,Which cloud platform do you use most?
R0321,2024-06-28,North,18-24,Male,Master's,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0322,2024-01-28,Central,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0323,2024-01-31,Central,18-24,Male,Bachelor's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0324,2024-03-04,East,18-24,Female,Bachelor's,Go,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0325,2024-05-22,West,18-24,Non-binary,PhD,C++,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0326,2024-02-03,North,18-24,Female,Other,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,None,Which cloud platform do you use most?
R0327,2024-01-17,North,25-34,Female,High School,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0328,2024-01-13,West,35-44,Male,PhD,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0329,2024-02-17,North,35-44,Male,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0330,2024-05-02,East,25-34,Female,PhD,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0331,2024-01-05,Central,25-34,Female,Master's,Go,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0332,2024-02-16,East,45-54,Female,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0333,2024-05-29,South,35-44,Male,Bachelor's,Go,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0334,2024-02-26,South,35-44,Female,High School,Java,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,None,Which cloud platform do you use most?
R0335,2024-06-27,Central,18-24,Male,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0336,2024-05-06,East,18-24,Non-binary,Master's,Java,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0337,2024-06-06,East,18-24,Male,Bachelor's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,None,Which cloud platform do you use most?
R0338,2024-02-06,West,25-34,Male,Master's,JavaScript,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,None,Which cloud platform do you use most?
R0339,2024-03-18,South,55+,Male,Bachelor's,Python,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0340,2024-05-23,East,25-34,Male,Master's,C++,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0341,2024-02-02,East,18-24,Male,Master's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0342,2024-03-22,Central,35-44,Female,Bachelor's,JavaScript,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0343,2024-03-22,Central,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0344,2024-03-04,East,45-54,Male,Bachelor's,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0345,2024-04-15,North,25-34,Male,Bachelor's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0346,2024-02-11,East,45-54,Female,Master's,Java,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0347,2024-02-11,South,18-24,Male,PhD,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0348,2024-06-16,East,25-34,Female,High School,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0349,2024-05-18,North,18-24,Female,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0350,2024-04-19,East,45-54,Male,Bachelor's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0351,2024-05-01,North,18-24,Female,Other,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0352,2024-04-07,West,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0353,2024-06-19,North,18-24,Male,Master's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0354,2024-05-13,West,18-24,Male,Bachelor's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0355,2024-01-09,Central,25-34,Male,PhD,Java,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0356,2024-02-12,East,18-24,Female,Bachelor's,Go,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0357,2024-06-01,Central,25-34,Prefer not to say,Master's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0358,2024-04-27,South,25-34,Male,Bachelor's,JavaScript,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0359,2024-05-29,West,18-24,Male,Master's,JavaScript,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0360,2024-04-15,North,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0361,2024-04-12,North,25-34,Female,Master's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0362,2024-03-18,West,45-54,Female,High School,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0363,2024-03-23,Central,18-24,Male,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0364,2024-04-05,North,35-44,Female,Master's,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0365,2024-01-08,East,18-24,Female,PhD,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0366,2024-04-04,North,18-24,Male,Bachelor's,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0367,2024-05-01,North,25-34,Female,Bachelor's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?
R0368,2024-02-11,West,35-44,Male,Bachelor's,JavaScript,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0369,2024-06-23,North,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0370,2024-06-13,North,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0371,2024-05-29,North,25-34,Female,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?
R0372,2024-01-28,South,25-34,Female,Bachelor's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0373,2024-02-18,South,35-44,Non-binary,Master's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,On-site,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0374,2024-01-07,West,25-34,Female,Master's,C++,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0375,2024-02-18,South,18-24,Female,Master's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0376,2024-02-13,East,55+,Male,Bachelor's,JavaScript,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0377,2024-02-16,North,18-24,Female,Master's,Go,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0378,2024-04-05,North,45-54,Male,PhD,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0379,2024-02-19,Central,25-34,Non-binary,High School,Java,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0380,2024-04-14,North,45-54,Male,Bachelor's,Go,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0381,2024-02-15,Central,18-24,Male,Bachelor's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0382,2024-01-23,West,25-34,Male,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0383,2024-01-04,East,18-24,Female,Master's,JavaScript,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0384,2024-03-20,North,35-44,Male,PhD,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0385,2024-06-01,West,18-24,Male,Master's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0386,2024-04-13,Central,25-34,Female,Bachelor's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0387,2024-01-10,North,25-34,Male,Master's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0388,2024-01-13,East,18-24,Male,Master's,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0389,2024-03-18,East,18-24,Female,Master's,Java,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0390,2024-06-07,West,25-34,Female,Bachelor's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0391,2024-04-14,North,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0392,2024-01-29,Central,25-34,Male,Master's,JavaScript,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0393,2024-02-29,East,35-44,Male,Bachelor's,Java,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0394,2024-06-22,West,45-54,Female,Bachelor's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0395,2024-04-01,North,45-54,Female,Bachelor's,JavaScript,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0396,2024-04-26,South,25-34,Male,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0397,2024-01-16,East,35-44,Male,Master's,Go,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,None,Which cloud platform do you use most?
R0398,2024-04-01,East,25-34,Male,Master's,C++,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0399,2024-04-22,Central,25-34,Female,PhD,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0400,2024-06-20,West,35-44,Female,Master's,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0401,2024-06-13,South,35-44,Female,Master's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,None,Which cloud platform do you use most?
R0402,2024-05-06,North,25-34,Male,Master's,JavaScript,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0403,2024-04-13,Central,18-24,Male,Master's,JavaScript,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0404,2024-06-16,North,25-34,Male,Other,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0405,2024-05-10,West,35-44,Non-binary,Master's,Java,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0406,2024-06-07,West,35-44,Female,Bachelor's,Java,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0407,2024-06-11,North,35-44,Male,Bachelor's,Go,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0408,2024-04-14,North,18-24,Male,Master's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,None,Which cloud platform do you use most?
R0409,2024-01-28,South,25-34,Female,Master's,JavaScript,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0410,2024-05-09,North,45-54,Male,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0411,2024-02-15,Central,45-54,Female,Bachelor's,C++,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0412,2024-04-17,West,25-34,Male,PhD,Go,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0413,2024-04-15,Central,55+,Male,Bachelor's,C++,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?
R0414,2024-02-25,East,25-34,Female,Master's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0415,2024-05-08,West,55+,Female,Other,Java,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0416,2024-06-21,East,25-34,Non-binary,Master's,C++,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?
R0417,2024-06-20,West,25-34,Male,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,None,Which cloud platform do you use most?
R0418,2024-02-22,West,18-24,Male,Master's,JavaScript,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0419,2024-05-23,Central,35-44,Female,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0420,2024-06-24,West,18-24,Male,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0421,2024-06-11,East,35-44,Female,Master's,C++,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0422,2024-02-15,East,35-44,Non-binary,Bachelor's,Go,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0423,2024-02-11,North,18-24,Male,Bachelor's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0424,2024-06-09,North,18-24,Male,High School,C++,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0425,2024-02-17,South,35-44,Male,Bachelor's,Java,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0426,2024-03-25,South,25-34,Female,Master's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0427,2024-06-20,Central,35-44,Prefer not to say,High School,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,None,Which cloud platform do you use most?
R0428,2024-01-30,North,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,None,Which cloud platform do you use most?
R0429,2024-01-12,West,25-34,Female,Bachelor's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0430,2024-06-09,North,55+,Female,Bachelor's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?
R0431,2024-04-21,South,18-24,Female,Master's,C++,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0432,2024-03-05,East,25-34,Male,High School,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0433,2024-06-21,South,25-34,Male,High School,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0434,2024-05-08,West,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0435,2024-05-01,West,25-34,Male,Master's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0436,2024-06-14,West,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0437,2024-01-22,North,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0438,2024-02-26,South,25-34,Female,Bachelor's,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0439,2024-05-20,East,18-24,Female,Other,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0440,2024-02-02,North,35-44,Female,Bachelor's,C++,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0441,2024-06-26,North,25-34,Male,Master's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0442,2024-06-13,South,18-24,Male,Bachelor's,Java,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0443,2024-05-21,Central,25-34,Male,Bachelor's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0444,2024-06-09,West,45-54,Male,Master's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0445,2024-01-10,North,25-34,Male,Master's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0446,2024-03-15,West,25-34,Male,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
